production_companies_id,production_companies_name
6571,White Rock Lake Productions
10720,City Films
26139,Salter Street Films International
20521,Neue Deutsche Filmgesellschaft (NDF)
91875,Worldcross
59957,MMCB Film Produktion 2004
53591,Badbird
7964,Studios Idéfix
20599,G.P.E. Enterprises
10067,Alloy Entertainment
3322,August Entertainment
2216,Helkon Media AG
90622,Toy Fight Productions
94919,GP Cinema Company
41706,Pola Pandora Filmproduktions
22970,Genetics Productions
14233,Amex Productions
2474,Cafe Productions
73623,TVI General Entertainment
4819,Cineman Productions
14821,Entre chiens et loups
22070,Motlys Film- og TV-produksjon
46410,CBS Theatrical Films
2247,Clasart Film
11680,Filmförderung Hamburg Schleswig-Holstein
70559,XLrator Media
4104,Porkkana Ryhmä
5281,Cofimage 12
1743,Films Sacha Gordine
4908,First Generation Films
5721,Phoenix Films
32606,Rec Produtores Associados Ltda.
40605,Radio Telefís Éireann (RTÉ)
80272,Scorpio Films
80449,Mojo Musique
78686,Argus Film
10015,TeleMadrid
94046,Vostokkino
69619,JJS Films
19016,SLC
284,DNA Films
5120,Mosfilm
77940,"Orchard, The"
2549,Trans-Cinema TV
27649,David Grubin Productions
63746,E.O.P.C.
24905,Union
90197,KISS Nation
8081,Last Ride
88044,Filmfinance XII
7481,Lunch Box Entertainment
8916,HILT Productions
6217,Tara
15299,Globe Enterprises
13845,Kadokawa
2977,Kevin Messick Productions
34127,Joseph Shaftel Productions
59072,Betta Pictures
60357,Adirondack Pictures
23609,Tercera Prod
72830,Footsteps Post-Production Sound
4131,Ignite Entertainment
998,Royal Film
89149,Heard Well
40540,Fidelio
20647,Studioul de Creatie Cinematografica al Ministerului Culturii
91082,Bel-Air Productions Inc.
36189,First Choice Canadian Communication Corporation
2127,Uco-Film GmbH
92280,Cummings-Harman Productions
9150,Objektif Film
6718,Stu Segall Productions
19426,Die Film GmbH
49724,Unbroken Pictures
43849,Casa de Filme Unu
292,23/5 Filmproduktion
36790,Carrie Productions Inc.
23168,Mojo Promotions
74619,Bärbel Mauch Film
4866,Global Productions
28053,Troika Entertainment GmbH
24277,PalmStar Entertainment
63708,Scoop Films
6896,EuropaCorp
83338,Muse Entertainment
91502,Whaley-Malin Productions
36206,Comptom Investments
1555,G.W. Films
29842,3-H Films
14675,Reverse Angle Pictures (II)
44739,"Thank You, Brain! Productions"
5626,Hollytubs
22217,Wiseacre Films
26554,Fremantle Media
81289,Chitrakalpa
38791,"Pérez Pareja, M. Flor"
7370,Loki Films
7961,Gaumont International
74793,Macedonian Film Fund
4739,Commies From Mars Corporation
6875,leomark studios
17033,Rubber Tree Productions
16900,Jirafa
4605,Maksim Gorki Studio
77295,Fondo para el Desarrollo Cinematografico
58583,Mumbo Jumbo Productions
48612,Pocketbook Productions
23278,Swampfish Films
24349,Manesco Films
59391,Lemodeln Model & Talent Agency
783,kahuuna films
22154,Athens Film Company
7423,Chanh Phuong Phim
75459,Cabloom!
1244,Alia Films
86094,A.F. Cinema e Vídeo
24991,Sheba Films
21926,Grove Hill Productions
42712,Fida Film
814,Isabella Films BV
68384,Filmhuset Gruppen
5363,P&T Productions
33276,Maxima Film
12882,Pink Buffalo Films
77004,Kiryûkan
77471,Gaeta / Rosenzweig Films
31072,Tyler Perry Studios
88025,Eadweard Pictures
50482,Route One Films
8846,Peerford Ltd.
3583,Cardinal Pictures
2595,The Associates & Aldrich Company
49586,Jagjaguwar
2681,Pratfilm
3432,National Lampoon Productions
6832,Pathé Productions
30293,Satelight
94,ARTE France Cinéma
3222,Baltic Film Group
69485,Odin
19464,Lancaster Gate
11379,Crest Productions
48696,3D Sea Inc.
24442,Flying Pictures Productions
6685,Film Movement
31132,Acuarius Films S.A.
69868,Dancing Girl
78243,Three Crown Productions Inc.
45463,Tangy
12552,Marty Katz Productions
93383,Québec Crédit d'Impôt Cinéma et Télévison
9210,Film Four International
51939,Stone Angels
80445,SOAT
89949,Vinay Pictures
81302,Jerry Buss Production
1253,Australian Broadcasting Corporation
760,Les Productions Bagheera
57416,Master Productions
13853,Zeitun Films
34236,Mad Scientist Productions
7177,Item 7
47349,Mr. Significant Films
11444,Lumiere
55527,Courtside Seats Productions
7829,Ascension Pictures
64730,Scenes From
3844,My Bench Productions
46513,Northern Ontario Heritage Fund
9244,Phoenix Cinematografica
72498,UFA International Film & TV Production GmbH
67173,Blue Train Productions
19079,Sky
33975,Black Heart Productions
32667,CN3 Productions
21572,Berkshire Axis Media
24283,Hanfgarn & Ufer Film und TV Produktion
48856,343 Industries
3967,FilmZ
71951,IW Wrecker Productions
77028,Pipeline Entertainment
69735,Torn Sky Entertainment
42590,Salman Khan Human Productions
20289,Asia Union Film & Entertainment Ltd.
2942,Mark Hellinger Productions
86163,Ocean Avenue Productions
58073,JLM Productions
3308,Believe Entertainment
48244,Silvatar Media
5350,Japan Satellite Broadcasting (JBS)
937,Versatile Film
58092,Raslan Company of America
12574,Sundance Channel
63784,Miles Films
51277,ITC Entertainment Group
69569,Main Dog Productions
8230,QubeFilm
48692,PRESENTE
19548,Haven Entertainment
51198,Picture Tree International
8809,Fair and Square Productions
68117,Giving Films
77344,Charlotte Street Films
28982,Chabraque Productions
20692,Filmpartners
7119,Hybrid
14581,24P Media Group
23628,RCD Productions Ltd.
17953,Comedian Intl Enterprise Productions (C.I.E.)
37581,MG
10695,Come On Sweet Film
5982,Bioskop Film
20979,Colomby/Keaton Productions
62628,Filmax Animation
35602,Illa Films
7318,Imago-Creata
5286,Laughlin Park Pictures
17069,Larco Productions
3537,E.K.
33602,CaglarArts Entertainment
6420,Phoenix Film Investments
95315,Uneurop Film
2351,Jetfilm
83100,Lodger Films
6935,Faith Granger
2421,Foreign Film Productions
15877,Beanca Films
67143,Iconoclastic Features
10257,Jewel Productions
33279,Ad Vitam Production
12841,Canfield Pictures
7112,Waterland
60583,Ravenous Films
22381,Rendez-Vous Production
4208,scena film
73588,Ariroad
74348,Slovenská Pozicovna Filmov v Bratislava
95666,Sucia Centroamericana Producciones
7444,Ratio Pictures
35443,R-Caro Productions
28387,El Remanso
71237,Downtown Pictures
81496,Good Folk Films
6705,Filmfour
13099,Squirm Company
14390,Jerry Gershwin Productions
5142,Galvinized Films
31311,Anna Wendt Filmproduktion
37366,PS 260
57147,Avery Productions (II)
77479,Storm Alley Entertainment
18160,Fryman Enterprises
1822,Parva Cinematografica
15932,Filmco Limited
11962,Crossroads
1930,IRS Media
15530,Les Films Hatari
93174,Bluehorse Films
21017,SK Film- und Fernsehproduktionsges.m.b.H.
553,Barclays Mercantile Industrial Finance
87891,Miramas S.A.S
36963,Mommy Market Productions
30064,Blue Dolphin Film Distributors
6981,Fuse Entertainment
93566,E&R
43524,Python Productions LLC
19402,Indomina Productions
37817,Reversal Films
58322,TSBD Productions
25728,La Costa Productions
81501,Appa Productions
27673,Surfacing Film Productions
4211,Magic Hour Films ApS
27336,EZ Films
63520,Sony Pictures International
18395,FilmNet
12886,New Crime Productions
3618,Film Workshop
15517,Huffington Pictures
37356,Doublesteen Productions
72996,"ZAO Studia ""F.A.F"""
84042,Ghostcorps
4287,Nippon Animation
20663,Radio Télévision Suisse (RTS)
18646,Arion Productions
70468,Aegean Airlines
75168,TVO
5967,France Télévision Images
263,P.R. Productions
15855,Goldenlight Films
75297,sms productions
3883,JBA Productions
70203,Anguish Film
15708,International Keystone Entertainment
8160,Diasa P.C.
20199,Claude Productions
7606,Universal Pictures (UK)
2312,Tevere Film
84835,Lybian Palette
5413,image now films
67097,Singing Frog Studio
58333,Compulsion Inc.
22084,Latvijas Nacionalais Kino Centrs
16380,Karr International Pictures
35043,Destro Films
2026,FFA Filmförderungsanstalt
30994,Union Générale Cinématographique (UGC)
78999,The IdeaFirst Company
17659,Larein Management Productions Inc.
23838,Salto de Fe Films
37816,Freeman Film
910,MFA Filmdistribution
25863,Natexis Banques Populaires Images
7909,We Pictures
47729,STX Entertainment
35778,Lone Star Productions (II)
59463,Ferris & Brockman
75016,Gondola Pictures
93483,Coffee Stain Productions
13468,Dog Run Pictures
52234,Snow Demon Productions
13579,George Stevens Productions
13020,Multimedia Est
93305,FortyFPS Productions
15634,Vitagraph Company of America
12175,Compagnia Leone Cinematografica
74923,Culture Convenience Club (CCC)
16125,Duo Films
89037,Brave River Films
78208,Inter Allianz Film
3487,Universal Home Video
19139,GTV
72898,Hidden Rooster Films
46060,Bill/Phillips
4631,Antarctic Pictures
433,Weed Road Pictures
4082,Threshold Animation Studios
14123,Visual Programme Systems
7767,Shortcom
86113,Toei Television Production
16857,Millimeter Films
21120,Neo Modern
41810,Balmoral Associates
13309,Jack Rollins & Charles H. Joffe Productions
32429,Lookout Entertainment
94789,100 doo
22588,인벤트 디
8803,Production Partners
6716,Zanuck Independent
2827,Jean Silvera Films
40353,Balázs Béla Stúdió
66963,Bonneville Producers Group
18666,Cold Fusion Media Group
5640,Middle Road Pictures
3635,20th Century Fox Home Entertainment
15002,Group 3
250,Canal+Polska
14697,Paris Film Productions
40587,Sapphire Filmproduktiemaatschappij
5373,KSM Film
74164,Associated Film Releasing Corporation (AFRC)
70939,South Beach Productions
12629,Institut National de la Communication Audiovisuelle
78183,STI Studio Filmowe
33879,Arvo Film
5294,Mpower Pictures
26109,Evzen Kolar Productions
5158,Lyrical Knockout Entertainment
15794,B&T Film
29605,CNN Films
5920,Appaloosa Pictures
22208,Harold Greenberg Fund
83382,Teseo
76431,KMG Cinema
4914,Galassia Cinematografica
56436,C. Scott Films
6018,Sahamongkol Film International
79168,Cine Duck
26891,Random House Films
29303,Bellanova Films
76977,Thunder Warrior Productions
36916,MS-Films
41049,Kudzu
62925,Kmunications
57725,Charles Gassot
67703,La Pasionaria S.r.l.
7822,All India Film Corporation
11715,Manitoba Film and Video Production Tax Credit
11247,Soficapital
49254,Cadillac Hash
8689,An Olive Branch Productions
8759,Mann/Roth Productions
4306,Instinctive Film
42414,Georges Loureau
24859,Ariel Films
54089,Gustav Film
3116,Toei Animation Company
16462,Grupo AZTECA
2930,Jowoo Entertainment
7025,Westdeutscher Rundfunk (WDR)
19579,Molinare Investment
25837,Ealing Metro International
24721,Satch-Mo
60378,Callahan Filmworks
6301,CinéCinéma
38778,Academy
691,Cappa Productions
585,UFA Filmproduktion GmbH
95386,Yin Zhang Films
14388,V Films
6942,Les Mille et Une Marches
53009,Miramax
6928,Mr. Yellowbeard Productions Limited & Company
25437,Faustus Bidgood Production
38063,International Digital Artist (IDA)
23570,Springvale Productions
59517,Black Hat Films
26608,Garidi Films
6819,Paradox Entertainment
11562,Fuzzy Bunny Films (I)
1817,X Filme International
3360,Appleseed Film Partners
80295,WeatherVarie Productions
82612,Irresistible Delta
74408,Chinarunn Entertainment Inc.
10224,Museum Canada Productions
5928,Česká televize
82790,Fixer Film Productions
50976,Max Baer Productions
38210,Kaleidoscope Productions
13819,Lower East Side Films
2500,Outpost Productions
21016,Pro Vobis - Gesellschaft für Film und Fernsehen
11679,Nordic Film och TV Fund
45980,SJ Heat Productions
60036,Tactical Media Productions
78193,Mucho Mas Media
644,Alcor Films
57279,John Wilder Nightwatch Productions
33553,Marakesh Films
8369,Alta Films
22044,Farlight Investments
18541,BoSD Films LLC
6971,Bergman Lustig productions
67882,G2 Films
2484,Golar Productions
57487,Necta
11471,Films Triunfo S.A.
7014,Hungarofilm
22609,Ega Medios Audiovisuales
58945,OTE TV
63482,Hualien Media International
5653,Ilion Animation Studios
86407,Canosa Productions
94148,Fritz Productions
17692,Nafta
79729,Cider Mill Pictures
57748,Kawoosh! Productions DTV II
15873,Emerald Productions Inc.
32475,Saracen Films
8060,Mountainside Films
10954,Globo filmes
3227,Clear Entertainment
36899,Connexion Film
5107,Wide Eye Films
46689,The Dilbar Syndicate
81696,British Service Units
12915,Omega Film GmbH
19902,Prelude Pictures
55821,2D Entertainment
21230,Rocket Racer Productions
35868,Proletariat Productions Corporation
29110,Filmco International Productions
70639,Societe pour le Lancement des Oeuvres Nouvelles (SLON)
6909,Cipango
23506,King World Entertainment
23731,Birnbaum/Barber
23800,Distracted Media
88361,Bavaria Film TV
78015,Stardust Pictures (SDP)
21624,Family of the Year Productions
62072,Polar Entertainment Corporation
876,Sara Films
61951,Berwether Inc.
14754,Films du Camélia
71826,Special Edition Films
17119,Comunicación Fractal
52728,Cougar Films Ltd.
1791,Blue Films
65151,Mahal Pictures Pvt. Ltd.
31776,Particle Fever
13922,Piller / Segan / Shepherd
65682,Progres Film Distribution
45086,Tilted Windmill Productions
4667,Bitters End
62197,Riley Productions
72899,Bastide Films
9228,Dan Curtis Productions
28518,M.K.D. Films Combine
718,Arts Council of England
360,Geffen Pictures
78058,Opal Records
176,Different Tree Same Wood Productions
20560,Dolby
58674,Highland Park Classics
11792,Tre Vänner Produktion AB
56580,BBC Worldwide France
11065,The Film Works
8066,RWA (co-production)
20267,Red Production Company
1236,Mandalay Entertainment
73896,Ross Sanders Production International
10099,Robert H. Solo Productions
34990,Essaness Productions
6158,Eetriüksus
3399,Harvey Bernhard Productions
95579,Flood Productions
851,MEDIA Programme of the European Union
2138,Jaibol Films
4786,Midia Cinematografica
64399,Arctic Pictures Limited
32473,Graniet Film BV
72613,Reliance Pictures
44089,Hunnia Filmgyár
8257,The Scottish Arts Council
20293,Occidental Media Corp.
50967,Nós do Morro
36,Buena Vista Pictures
63714,Nick Stagliano
21223,Solana Films
5957,Malibu Bay Films
58574,The Klimax
82280,Société Westi
13429,Cinemassacre
13734,Impact Films
44996,News On Request (NOR)
3928,Columbia Pictures Producciones Mexico
13750,Peppertree Productions Inc.
11600,Bungalow Productions
1793,Velvet Film
78192,New Territory Pictures
27140,Industry Works Entertainment
89687,Rohit Shetty Productions
55063,TCYK North Productions
18165,Vita Aktiva
2936,Limelight Productions
77231,La Maquinita (CORPMAQ)
26373,United British Artists (UBA)
68884,Blumhouse Television
18159,Dummett Films
56698,Parkside Pictures
87309,Sagittarius Productions Inc.
20268,Other Cinema
12732,Towers of London
2644,Benedek Films
40161,Interstar
5315,Bayou Film Inc
5585,Stephen J. Cannell Productions
17881,Színház- és Filmmüvészeti Egyetem
21820,Claang Entertainment
4176,Nord-Ouest Productions
17932,Razor Film Produktion
14595,Pando Company Inc.
90757,Stephen Weeks Company
42050,The East Side Film Company
4524,TV 1000
60061,KMH One
15300,RKO Teleradio Pictures
21241,Bushwood Pictures
2883,Aniplex
23575,Ministry of Content
11568,Butterfly Productions
25953,The Salt Company International
24895,Tribal Alliance
89283,Black Ink Films
6933,Gambit Pictures
79415,MCA  Theatricals
89303,Palo Vista Productions
4041,Panic Pictures
10424,Primate Pictures
2146,David Hamilton Productions
5148,Leonidas Films
5479,Talking Heads
22053,Orinward Ltd.
48403,San Mateo Films
13337,Gémini Films
46391,RAI - Radiotelevisione Italiana
14604,Spectrum Films
12808,Big Beach Films
11267,Focus Features International (FFI)
17779,Simon Productions
515,William Castle Enterprises
4940,Cinematográfica Pelimex
20462,Distant Thunder Films
29647,Johnson & Johnson Spotlight Presentations
16644,IRE Productions
7454,France Télévision
80786,Airan Consultants
6714,Court 13 Pictures
26470,Little Magic Films
15408,Cronocinematografica S.p.a.
25474,Cinematic Vision
37693,Wurstfilm
5754,Rat Pack Filmproduktion
12357,Oxymoron Entertainment
77590,Deux Femmes Service Company
21593,Montauk Films
4063,Trimark Pictures
5416,Mondofin B.V.
12999,Sentana
55256,QVF Inc.
12676,Rekall Productions
93065,Eastern Sunrise Films
18412,Magali Films
89181,Calipo Picture Company
1626,Fono Film
95586,American Film Properties
3923,Strand Releasing
43206,BTA Films & Video
71744,Jolly Roger
7533,Abramoff Production
939,New Legacy
74458,China Film & TV Capital
84592,French Connection Animations
10697,Laurel Productions
87552,Leider/Shapiro Productions
49942,1618 Action Limited
10535,All Girl Productions
30242,Nemuru Otoko Seisaku Iinkai
60749,Media Darling
21516,La Panache Productions
11392,Ebeling Group
76490,Sea Breeze Productions Inc.
21083,Soficinéma 2
7457,Soficinéma 6
11097,BBE
21655,Movie Package Company (MPC)
762,Mutual Film Company
12360,Vestron Pictures
959,IndieProd Company Productions
71843,Kimura Productions
84645,Terminal
4389,Theodora Productions
2007,Imperial Filmproduktion
68454,MCMD Films
5826,PBS
5480,Dominion Entertainment
90403,Turner Entertainment Co.
79143,Mistrus Media Ltd.
23238,VIP 4 Medienfonds
5823,7 Pictures
27085,Sheen Productions
6165,American World Pictures
17645,Stockholm Film
6267,Cylinder Production
59709,LeGrand Productions
1473,Depth of Field
74369,Black María
12602,Last Waltz Inc.
1286,World Wide Productions
1143,Sound for Film
58752,Python (Monty) Pictures
80573,MANIFOLD PICTURE
483,Praesens-Film AG
88982,Charlermthai Studio
92221,Mirisch Films Limited
1335,Hercules Cinematografica
41763,The Venus Project
29407,Nikkatsu Corporation
47586,Zaftig Films
30967,Elsevier-Vendex Film Beheer
